283.37,190.7,0.33,0.088144,0.085294,196.72,3.1583,-3.2326
288.36,194.9,0.33,0.088133,0.085478,200.63,2.9419,-3.0118
293.35,199.1,0.33,0.088121,0.085656,204.54,2.7333,-2.7981
298.35,203.2,0.33,0.08811,0.085781,208.45,2.584,-2.6434
303.34,207.3,0.33,0.088099,0.085909,212.34,2.4317,-2.4859
308.33,211.2,0.33,0.088088,0.085952,216.22,2.3758,-2.4248
313.33,215.6,0.33,0.088077,0.086204,220.09,2.0811,-2.1258
318.31,219.8,0.33,0.088065,0.086378,223.92,1.8762,-1.9165
323.31,224,0.33,0.088054,0.086545,227.76,1.6778,-1.7139
328.3,228.2,0.33,0.088043,0.086716,231.57,1.4752,-1.5072
333.28,232.1,0.33,0.088032,0.086775,235.35,1.3994,-1.4282
338.28,235.9,0.33,0.088021,0.086794,239.13,1.3673,-1.3935
343.27,239.8,0.33,0.08801,0.08686,242.88,1.2828,-1.3064
348.28,243.6,0.33,0.087998,0.086888,246.62,1.2407,-1.2622
353.28,247.4,0.33,0.087987,0.086924,250.34,1.1891,-1.2087
283.37,320.9,0.4364,0.15189,0.14922,326.07,1.6124,-1.7531
288.36,328.8,0.4364,0.15187,0.14974,333.04,1.2899,-1.4026
293.35,336.4,0.4364,0.15185,0.15006,340.05,1.0852,-1.178
298.35,343.5,0.4364,0.15183,0.15011,347.09,1.0465,-1.1316
303.34,350.3,0.4364,0.15181,0.15002,354.13,1.0928,-1.1757
308.33,356.2,0.4364,0.15179,0.14954,361.15,1.3899,-1.4835
313.33,363.8,0.4364,0.15177,0.14983,368.17,1.2,-1.2775
318.31,371,0.4364,0.15175,0.14996,375.12,1.1109,-1.1784
323.31,377.9,0.4364,0.15173,0.14996,382.07,1.1029,-1.1648
328.3,384.8,0.4364,0.15171,0.14999,388.96,1.0804,-1.1364
333.28,391.4,0.4364,0.15169,0.14991,395.79,1.1207,-1.1735
338.28,398.1,0.4364,0.15167,0.14989,402.59,1.1286,-1.1771
343.27,404.6,0.4364,0.15166,0.14981,409.33,1.1701,-1.2154
348.28,411.3,0.4364,0.15164,0.14982,416.05,1.1547,-1.1954
353.28,417.9,0.4364,0.15162,0.14982,422.7,1.1478,-1.1845
288.36,586.5,0.7208,0.29126,0.29074,587.35,0.14443,-0.17985
293.35,606.8,0.7208,0.29122,0.29359,602.82,-0.65597,0.81374
298.35,621.9,0.7208,0.29119,0.2934,618.04,-0.61993,0.75861
303.34,635.3,0.7208,0.29115,0.29244,632.96,-0.36805,0.44362
308.33,649.2,0.7208,0.29111,0.29197,647.6,-0.24575,0.29257
313.33,662.6,0.7208,0.29108,0.29138,662.01,-0.089537,0.10535
318.31,676.3,0.7208,0.29104,0.29115,676.09,-0.031198,0.036358
323.31,689.6,0.7208,0.291,0.29082,689.97,0.053926,-0.062277
328.3,702.1,0.7208,0.29097,0.29026,703.58,0.21069,-0.24111
333.28,715.3,0.7208,0.29093,0.29018,716.92,0.22659,-0.25757
338.28,728.2,0.7208,0.29089,0.29004,730.08,0.25883,-0.29237
343.27,740.9,0.7208,0.29086,0.28993,743,0.28343,-0.31837
348.28,753.8,0.7208,0.29082,0.28998,755.75,0.25892,-0.28953
353.28,766.6,0.7208,0.29078,0.29007,768.27,0.21806,-0.2429
288.36,625.8,0.7796,0.31117,0.31372,621.79,-0.64146,0.81842
293.35,650.3,0.7796,0.31113,0.31824,638.64,-1.7925,2.2856
298.35,667.4,0.7796,0.31109,0.31829,655.11,-1.841,2.3151
303.34,682.6,0.7796,0.31105,0.31752,671.15,-1.6775,2.0784
308.33,695.9,0.7796,0.31101,0.31597,686.81,-1.3068,1.5936
313.33,711.2,0.7796,0.31097,0.31576,702.13,-1.2749,1.5389
318.31,725.9,0.7796,0.31093,0.31546,717.06,-1.2179,1.4565
323.31,740.4,0.7796,0.31089,0.31522,731.72,-1.1718,1.39
328.3,755,0.7796,0.31086,0.3152,746.06,-1.1847,1.3961
333.28,769.2,0.7796,0.31082,0.31514,760.07,-1.1866,1.3902
338.28,783.5,0.7796,0.31078,0.31523,773.88,-1.2284,1.4325
343.27,797.5,0.7796,0.31074,0.31531,787.39,-1.2672,1.4716
348.28,811.3,0.7796,0.3107,0.31538,800.72,-1.3036,1.5085
353.28,824.8,0.7796,0.31066,0.31544,813.8,-1.334,1.5389
283.37,443.4,0.7796,0.21352,0.21352,443.4,0.00059379,-0.0006898
288.36,454.3,0.7796,0.21349,0.21353,454.24,-0.013281,0.015287
293.35,464.5,0.7796,0.21347,0.21328,464.86,0.077866,-0.088785
298.35,474.6,0.7796,0.21344,0.21308,475.3,0.14764,-0.16696
303.34,484.1,0.7796,0.21341,0.21271,485.53,0.29459,-0.33043
308.33,492.7,0.7796,0.21338,0.212,495.57,0.58248,-0.64747
313.33,503.1,0.7796,0.21336,0.21225,505.46,0.4695,-0.51989
318.31,512.6,0.7796,0.21333,0.21216,515.15,0.49818,-0.549
323.31,522.5,0.7796,0.2133,0.2123,524.73,0.42717,-0.46924
328.3,532.5,0.7796,0.21328,0.21255,534.15,0.30943,-0.33916
333.28,541.4,0.7796,0.21325,0.21238,543.41,0.37126,-0.4054
338.28,551,0.7796,0.21322,0.21255,552.58,0.28709,-0.31294
343.27,560.4,0.7796,0.21319,0.21269,561.62,0.21682,-0.23596
348.28,569.5,0.7796,0.21317,0.21273,570.57,0.18792,-0.20416
353.28,578.4,0.7796,0.21314,0.21274,579.4,0.17283,-0.18746
298.34,835.2,0.8172,0.43239,0.42305,848.57,1.6008,-2.1591
303.33,872.1,0.8172,0.43233,0.43196,872.66,0.064113,-0.086619
308.32,896.3,0.8172,0.43228,0.43249,895.96,-0.038039,0.050519
313.33,918.9,0.8172,0.43222,0.4324,918.61,-0.031659,0.041372
318.31,938.2,0.8172,0.43217,0.43085,940.43,0.23807,-0.30572
323.31,952.1,0.8172,0.43211,0.42664,961.7,1.0082,-1.2664
328.3,978.6,0.8172,0.43206,0.43,982.32,0.38012,-0.47664
333.28,997.8,0.8172,0.432,0.42956,1002.3,0.45481,-0.56479
338.27,1018.2,0.8172,0.43195,0.43003,1021.9,0.36055,-0.44494
343.27,1041,0.8172,0.43189,0.43192,1040.9,-0.0048099,0.0059254
348.28,1057.4,0.8172,0.43184,0.43074,1059.6,0.20836,-0.25456
353.28,1078.1,0.8172,0.43178,0.43194,1077.8,-0.029158,0.035563
288.36,591.9,0.8172,0.29945,0.29134,605.22,2.2502,-2.7098
293.35,613.1,0.8172,0.29942,0.29465,621.23,1.3253,-1.5928
298.35,629.4,0.8172,0.29938,0.29517,636.84,1.1828,-1.4071
303.34,644.3,0.8172,0.29934,0.29511,652.04,1.2012,-1.4137
308.33,658.8,0.8172,0.2993,0.29503,666.87,1.2243,-1.4274
313.33,673.2,0.8172,0.29926,0.29506,681.38,1.2146,-1.405
318.31,687.5,0.8172,0.29923,0.29522,695.51,1.1648,-1.339
323.31,701.2,0.8172,0.29919,0.29519,709.39,1.1686,-1.3352
328.3,714.5,0.8172,0.29915,0.29512,722.97,1.1857,-1.3474
333.28,728.2,0.8172,0.29911,0.29536,736.26,1.1068,-1.2532
338.28,741.7,0.8172,0.29907,0.29559,749.35,1.0319,-1.1648
343.27,754.6,0.8172,0.29904,0.29565,762.19,1.0059,-1.1319
348.28,767.6,0.8172,0.299,0.29582,774.86,0.94593,-1.0621
353.28,780.9,0.8172,0.29896,0.29621,787.3,0.8198,-0.9195
283.37,598.2,0.9234,0.30465,0.29971,606.28,1.3503,-1.622
288.36,625.9,0.9234,0.30461,0.30671,622.36,-0.56544,0.68749
293.35,642.1,0.9234,0.30457,0.30684,638.13,-0.61796,0.74382
298.35,657,0.9234,0.30453,0.3064,653.63,-0.51321,0.6111
303.34,670.8,0.9234,0.3045,0.30557,668.8,-0.2984,0.35144
308.33,684.4,0.9234,0.30446,0.30483,683.69,-0.10417,0.1215
313.33,698.9,0.9234,0.30442,0.3047,698.34,-0.080392,0.093139
318.31,712.9,0.9234,0.30438,0.30449,712.68,-0.030939,0.035621
323.31,726.5,0.9234,0.30434,0.30418,726.84,0.046965,-0.053754
328.3,740.2,0.9234,0.3043,0.30404,740.75,0.074623,-0.085011
333.28,754.2,0.9234,0.30426,0.30416,754.43,0.030256,-0.034354
338.28,767.6,0.9234,0.30422,0.30406,767.96,0.047386,-0.053613
343.27,780.4,0.9234,0.30419,0.3038,781.29,0.114,-0.1285
348.28,793.7,0.9234,0.30415,0.3038,794.5,0.10044,-0.11295
353.28,807.3,0.9234,0.30411,0.30402,807.52,0.026966,-0.030282
288.36,668.6,0.8747,0.33478,0.33607,666.57,-0.30435,0.38587
293.35,696.2,0.8747,0.33473,0.34177,684.69,-1.6534,2.102
298.35,713.8,0.8747,0.33469,0.34142,702.35,-1.604,2.0106
303.34,730.3,0.8747,0.33465,0.34076,719.51,-1.4774,1.8277
308.33,745.2,0.8747,0.33461,0.33952,736.23,-1.2032,1.4686
313.33,761.6,0.8747,0.33456,0.33936,752.58,-1.1839,1.4325
318.31,776.9,0.8747,0.33452,0.33887,768.49,-1.0825,1.2987
323.31,792.9,0.8747,0.33448,0.3389,784.11,-1.1088,1.3223
328.3,808.4,0.8747,0.33444,0.33887,799.37,-1.1172,1.3254
333.28,823.6,0.8747,0.33439,0.33886,814.29,-1.1298,1.3344
338.28,838.5,0.8747,0.33435,0.33881,829,-1.1332,1.3332
343.27,852.9,0.8747,0.33431,0.33867,843.41,-1.1128,1.3045
348.28,867.7,0.8747,0.33427,0.3388,857.63,-1.1604,1.3573
353.28,882.7,0.8747,0.33422,0.33914,871.6,-1.258,1.4697
288.36,692.2,0.9726,0.35039,0.34238,705.48,1.9192,-2.2847
293.35,715.4,0.9726,0.35034,0.34572,723.32,1.107,-1.3195
298.35,733.4,0.9726,0.3503,0.34597,741.06,1.0449,-1.236
303.34,749.7,0.9726,0.35026,0.34538,758.62,1.1893,-1.3932
308.33,765.7,0.9726,0.35021,0.34475,775.99,1.3443,-1.5605
313.33,781.9,0.9726,0.35017,0.34433,793.22,1.4478,-1.667
318.31,798.1,0.9726,0.35012,0.34406,810.19,1.5146,-1.7317
323.31,814.2,0.9726,0.35008,0.34381,827.03,1.5762,-1.7904
328.3,829.8,0.9726,0.35003,0.34344,843.66,1.6699,-1.8848
333.28,845,0.9726,0.34999,0.34299,860.06,1.7827,-1.9998
338.28,860.3,0.9726,0.34994,0.34266,876.36,1.8666,-2.0826
343.27,876.2,0.9726,0.3499,0.34269,892.45,1.8545,-2.061
348.28,891,0.9726,0.34985,0.34228,908.44,1.9571,-2.1645
353.28,906.3,0.9726,0.34981,0.34218,924.24,1.9791,-2.1809
313.15,649.7,0,0.28887,0.289,649.44,-0.040321,0.047574
318.15,665.2,0,0.28882,0.28947,663.91,-0.19392,0.22761
323.15,679.7,0,0.28877,0.28945,678.32,-0.20318,0.23687
303.15,497.8,0,0.22357,0.22344,498.06,0.051907,-0.059331
308.15,510,0,0.22353,0.22403,509,-0.19614,0.22356
313.15,521,0,0.22349,0.22402,519.9,-0.21082,0.23899
318.15,531.7,0,0.22345,0.2239,530.75,-0.17833,0.20099
323.15,542.3,0,0.22341,0.22376,541.54,-0.13983,0.15672
293.15,371.6,0,0.16918,0.16885,372.25,0.1738,-0.19327
298.15,380.5,0,0.16915,0.16923,380.35,-0.039415,0.043734
303.15,388.9,0,0.16912,0.16935,388.42,-0.12354,0.13659
308.15,396.9,0,0.16909,0.1693,396.46,-0.11189,0.12315
313.15,404.9,0,0.16906,0.16927,404.45,-0.11035,0.12094
318.15,412.6,0,0.16903,0.16912,412.41,-0.04667,0.050903
323.15,420.4,0,0.169,0.16904,420.32,-0.019927,0.021645
283.15,275,0,0.12765,0.12716,275.97,0.35358,-0.3846
288.15,281.6,0,0.12762,0.12745,281.95,0.12532,-0.13614
293.15,287.8,0,0.1276,0.12754,287.93,0.044697,-0.048417
298.15,294.1,0,0.12758,0.12769,293.87,-0.07733,0.083571
303.15,300.3,0,0.12756,0.12779,299.8,-0.16579,0.17871
308.15,306,0,0.12753,0.12767,305.69,-0.10046,0.10784
313.15,311.7,0,0.12751,0.12757,311.56,-0.043355,0.046366
318.15,317.4,0,0.12749,0.12749,317.39,-0.001591,0.0016956
323.15,323.1,0,0.12747,0.12742,323.21,0.032851,-0.034897
278.15,208,0,0.096371,0.096253,208.24,0.11393,-0.12195
283.15,212.8,0,0.09635,0.096417,212.66,-0.064365,0.06881
288.15,217.5,0,0.096335,0.096531,217.09,-0.19027,0.20307
293.15,222,0,0.09632,0.096554,221.49,-0.22831,0.24303
298.15,226.4,0,0.096299,0.096538,225.87,-0.23373,0.2481
303.15,230.6,0,0.096284,0.096443,230.24,-0.15594,0.16494
308.15,234.6,0,0.096269,0.096273,234.59,-0.0041785,0.0044014
313.15,239,0,0.096248,0.096287,238.91,-0.038526,0.040498
318.15,243.2,0,0.096233,0.096226,243.22,0.0072101,-0.0075584
323.15,247.4,0,0.096213,0.096174,247.49,0.038379,-0.040134
353.15,1548.1,0,0.69042,0.68992,1548.9,0.050039,-0.071892
358.15,1586.3,0,0.69029,0.68995,1586.9,0.03494,-0.049345
363.15,1623.9,0,0.69016,0.68982,1624.5,0.035041,-0.048688
368.15,1661,0,0.69003,0.68963,1661.7,0.041698,-0.057058
373.15,1697.7,0,0.68989,0.68945,1698.5,0.047224,-0.063708
378.15,1734.2,0,0.68977,0.6894,1734.9,0.039873,-0.053097
383.15,1770.5,0,0.68963,0.68946,1770.8,0.018929,-0.024909
388.15,1806.5,0,0.6895,0.68958,1806.3,-0.008888,0.011569
393.15,1842.4,0,0.68936,0.68985,1841.4,-0.054532,0.07029
338.15,1173.7,0,0.52108,0.52131,1173.3,-0.033458,0.044212
343.15,1202,0,0.52098,0.52149,1201.1,-0.075532,0.098614
348.15,1229.7,0,0.52088,0.52144,1228.7,-0.082882,0.10693
353.15,1257,0,0.52079,0.52129,1256,-0.076177,0.097159
358.15,1283.8,0,0.52068,0.52102,1283.1,-0.050986,0.064317
363.15,1310.4,0,0.52059,0.52079,1310,-0.030907,0.03859
368.15,1336.8,0,0.52049,0.5206,1336.6,-0.017007,0.021033
373.15,1363,0,0.52039,0.52045,1362.9,-0.010047,0.012317
378.15,1389.1,0,0.52029,0.52039,1388.9,-0.015362,0.018681
383.15,1415.1,0,0.52019,0.5204,1414.6,-0.033735,0.040723
388.15,1441,0,0.52009,0.52048,1440.1,-0.063471,0.076109
393.15,1466.8,0,0.51999,0.52063,1465.3,-0.10282,0.12255
328.15,895.7,0,0.39145,0.3921,894.5,-0.13343,0.16474
333.15,916,0,0.39138,0.39207,914.67,-0.14499,0.1774
338.15,936.1,0,0.39131,0.39201,934.71,-0.1481,0.17962
343.15,955.7,0,0.39123,0.39177,954.6,-0.11508,0.13836
348.15,975,0,0.39116,0.39148,974.34,-0.067864,0.080898
353.15,994.1,0,0.39109,0.39118,993.91,-0.019189,0.022691
358.15,1013,0,0.39101,0.39088,1013.3,0.029264,-0.034344
363.15,1032,0,0.39094,0.39071,1032.5,0.05036,-0.058701
368.15,1050.8,0,0.39086,0.39054,1051.6,0.071937,-0.083319
373.15,1069.6,0,0.39079,0.39044,1070.4,0.077573,-0.089329
378.15,1088.4,0,0.39072,0.39042,1089.1,0.066117,-0.075743
383.15,1107.2,0,0.39064,0.39046,1107.6,0.039813,-0.045397
388.15,1125.9,0,0.39057,0.39052,1126,0.009791,-0.011117
393.15,1144.4,0,0.39049,0.39057,1144.2,-0.016894,0.019105
328.15,709.5,0,0.29643,0.29687,708.61,-0.12565,0.14606
333.15,723.9,0,0.29638,0.29667,723.28,-0.085242,0.098396
338.15,738.1,0,0.29632,0.29644,737.84,-0.034661,0.039739
343.15,752.1,0,0.29627,0.29618,752.3,0.026196,-0.029839
348.15,766,0,0.29621,0.29593,766.64,0.083316,-0.094319
353.15,780.2,0,0.29616,0.29587,780.87,0.085397,-0.096175
358.15,794.1,0,0.2961,0.29573,794.98,0.11096,-0.12433
363.15,807.8,0,0.29604,0.29556,808.98,0.14656,-0.16341
368.15,821.6,0,0.29599,0.29548,822.88,0.15533,-0.17244
373.15,835.5,0,0.29593,0.29548,836.66,0.13889,-0.15361
378.15,849.3,0,0.29588,0.29548,850.34,0.12237,-0.13486
383.15,863,0,0.29582,0.29547,863.92,0.10611,-0.11656
388.15,876.7,0,0.29576,0.29551,877.39,0.079033,-0.086569
393.15,890.5,0,0.29571,0.29561,890.77,0.030777,-0.033629
323.15,544.2,0,0.22426,0.22464,543.39,-0.14931,0.16744
328.15,554.5,0,0.22422,0.22437,554.16,-0.061784,0.068874
333.15,564.7,0,0.22418,0.22411,564.86,0.027836,-0.030854
338.15,575.1,0,0.22414,0.22397,575.48,0.066895,-0.073788
343.15,585.5,0,0.2241,0.22387,586.04,0.092077,-0.10111
348.15,595.8,0,0.22406,0.22376,596.52,0.12092,-0.13223
353.15,606.3,0,0.22402,0.22376,606.93,0.10382,-0.11313
358.15,616.5,0,0.22397,0.22367,617.25,0.12238,-0.13287
363.15,626.8,0,0.22393,0.22365,627.52,0.1153,-0.12479
368.15,636.8,0,0.22389,0.22354,637.72,0.14499,-0.15641
373.15,646.9,0,0.22384,0.22349,647.84,0.14601,-0.15708
378.15,657.1,0,0.2238,0.2235,657.92,0.12415,-0.13324
383.15,667.1,0,0.22376,0.22346,667.91,0.12165,-0.13024
388.15,677.1,0,0.22372,0.22345,677.86,0.11255,-0.12024
393.15,687.1,0,0.22367,0.22345,687.74,0.093285,-0.099466
323.15,422,0,0.16941,0.16974,421.25,-0.17743,0.19309
328.15,429.7,0,0.16938,0.16962,429.13,-0.13164,0.14267
333.15,437.3,0,0.16935,0.16949,436.97,-0.075472,0.081465
338.15,445,0,0.16932,0.16942,444.76,-0.054344,0.058457
343.15,452.6,0,0.16929,0.16933,452.5,-0.0222,0.0238
348.15,460.1,0,0.16925,0.16922,460.18,0.017803,-0.019024
353.15,467.9,0,0.16922,0.16925,467.83,-0.014497,0.015455
358.15,475.5,0,0.16919,0.16921,475.44,-0.012866,0.013682
363.15,483,0,0.16916,0.16916,483,0.00067097,-0.00071179
368.15,490.4,0,0.16912,0.16908,490.51,0.023013,-0.024355
373.15,497.9,0,0.16909,0.16906,498,0.019451,-0.020544
378.15,505.4,0,0.16906,0.16905,505.44,0.0084925,-0.008954
383.15,512.9,0,0.16903,0.16905,512.84,-0.012126,0.012765
388.15,520.5,0,0.169,0.16909,520.21,-0.055314,0.05816
393.15,528.3,0,0.16897,0.16922,527.55,-0.14146,0.14864
323.15,325.1,0,0.12802,0.12826,324.52,-0.17805,0.18962
328.15,330.8,0,0.12799,0.12819,330.32,-0.14607,0.15509
333.15,336.5,0,0.12797,0.12814,336.09,-0.12055,0.12763
338.15,342.3,0,0.12795,0.12813,341.83,-0.13751,0.14527
343.15,347.9,0,0.12793,0.12806,347.55,-0.10117,0.10661
348.15,353.5,0,0.1279,0.12801,353.23,-0.077717,0.0817
353.15,359.3,0,0.12788,0.12803,358.87,-0.11831,0.12419
358.15,364.9,0,0.12785,0.128,364.5,-0.11019,0.11544
