T,P,RHO,Pcal,DevP,B,C
353.15,467.9,0.169220646838164,468.024954145496,0.0267053100013472,-0.342711834570332,-0.00236965206856791
358.15,475.5,0.169192870480117,475.604979824673,0.0220777759564837,-0.330528270001339,-0.00319321174151803
323.15,325.1,0.128018032779354,324.859436152307,-0.073996877174191,-0.434729837415257,0.00725328712056255
328.15,330.8,0.127992510842995,330.618156396429,-0.0549708596042228,-0.416660307727171,0.00489888735968744
333.15,336.5,0.127972093293907,336.35717172995,-0.0424452511292772,-0.399829277064889,0.0029067704352853
338.15,342.3,0.127946571357548,342.054133635649,-0.0718277430180138,-0.384117305054709,0.00122503494330431
343.15,347.9,0.12792615380846,347.737049643528,-0.0468382743523294,-0.369421328661191,-0.000190615944372026
348.15,353.5,0.1279006318721,353.381985349235,-0.0333846253932484,-0.355648440901057,-0.0013780434135178
353.15,359.3,0.127875109935741,359.00405455779,-0.0823672257750189,-0.342711834570332,-0.00236965206856791
358.15,364.9,0.12785174159523,364.611376273455,-0.079096663892765,-0.330528270001339,-0.00319321174151803
323.15,249,0.096794495837117,249.143261471589,0.0575347275457259,-0.434729837415257,0.00725328712056255
328.15,253.3,0.0967740782880294,253.403037791189,0.0406781647014594,-0.416660307727171,0.00489888735968744
333.15,257.6,0.0967587651262136,257.65660302484,0.0219732239286822,-0.399829277064889,0.0029067704352853
338.15,261.8,0.096738347577126,261.87973113416,0.0304549786707625,-0.384117305054709,0.00122503494330431
343.15,266.1,0.0967230344153103,266.100135560483,5.09434357296688e-05,-0.369421328661191,-0.000190615944372026
348.15,270.4,0.0967026168662227,270.292285922753,-0.0398350877391528,-0.355648440901057,-0.0013780434135178
353.15,274.6,0.0966821993171351,274.470729770731,-0.0470758300323164,-0.342711834570332,-0.00236965206856791
358.15,278.9,0.0966685144859846,278.655536633466,-0.0876526950643359,-0.330528270001339,-0.00319321174151803
353.15,1092.1,0.438221856067509,1092.8980418349,0.0730740623481039,-0.342711834570332,-0.00236965206856791
353.15,861.7,0.331484013824723,862.494366983678,0.0921860257255996,-0.342711834570332,-0.00236965206856791
353.15,672.3,0.250747920345016,672.879355638793,0.0861751656690979,-0.342711834570332,-0.00236965206856791
353.15,520,0.189668822249412,520.667397999035,0.12834576904525,-0.342711834570332,-0.00236965206856791
353.15,400.2,0.14347411743868,400.541267132204,0.0852741459781235,-0.342711834570332,-0.00236965206856791
353.15,306.7,0.108529482175224,306.808235764978,0.0352904352715701,-0.342711834570332,-0.00236965206856791
353.15,234.2,0.0820938604940332,234.262583376906,0.0267221933844772,-0.342711834570332,-0.00236965206856791
353.15,178.4,0.062099975549985,178.458817485282,0.0329694424224978,-0.342711834570332,-0.00236965206856791
353.15,1750.7,0.83256639914573,1743.08328970497,-0.435066561662976,-0.342711834570332,-0.00236965206856791
353.15,1452.6,0.629779301607525,1448.3364149976,-0.293514043949053,-0.342711834570332,-0.00236965206856791
353.15,1170.8,0.476382255312263,1169.65876936828,-0.0974744304508541,-0.342711834570332,-0.00236965206856791
353.15,927.5,0.36034932384734,927.082477851322,-0.0450158650865542,-0.342711834570332,-0.00236965206856791
353.15,725.7,0.272579384706949,725.453961336903,-0.0339036327817451,-0.342711834570332,-0.00236965206856791
353.15,562.4,0.206186619461293,562.574512509828,0.0310299626295246,-0.342711834570332,-0.00236965206856791
353.15,432.9,0.155964553093029,433.446840928616,0.126320380830586,-0.342711834570332,-0.00236965206856791
353.15,331.8,0.117977703015519,332.394509356924,0.17917702137556,-0.342711834570332,-0.00236965206856791
353.15,254,0.0892400026746989,254.012282877693,0.00483577861915565,-0.342711834570332,-0.00236965206856791
323.15,722.5,0.310178421758123,721.596554041502,-0.125044423321518,-0.434729837415257,0.00725328712056255
323.15,566.5,0.234623160953071,566.343056565196,-0.0277040485090544,-0.434729837415257,0.00725328712056255
323.15,439.9,0.177479545444105,440.172044106436,0.0618422610674634,-0.434729837415257,0.00725328712056255
323.15,339.3,0.134250489638349,339.701926873868,0.118457669869591,-0.434729837415257,0.00725328712056255
323.15,260.4,0.101551784774532,260.825813918838,0.163523010306627,-0.434729837415257,0.00725328712056255
323.15,199.3,0.0768159240548844,199.506974935132,0.103850945876437,-0.434729837415257,0.00725328712056255
323.15,709.2,0.303573233367329,708.548418746111,-0.0918755293131446,-0.434729837415257,0.00725328712056255
323.15,555.7,0.229625965813877,555.610548213436,-0.0160971363261235,-0.434729837415257,0.00725328712056255
323.15,431.3,0.173697194475624,431.554215291332,0.0589416395390158,-0.434729837415257,0.00725328712056255
323.15,332.5,0.131392032766083,332.905751214162,0.122030440349498,-0.434729837415257,0.00725328712056255
323.15,255.1,0.0993875245712442,255.51752711477,0.163671938365312,-0.434729837415257,0.00725328712056255
323.15,195.1,0.0751774157406032,195.394940024697,0.151173769706122,-0.434729837415257,0.00725328712056255
