T,P,X1,rho,RHOcal,P_cal,Dev_P,Dev_RHO,Var9,Var10
308.32,419.7,1,0.1747,0.174698643919284,419.703041736332,0.000724740608004566,-0.000776233953140316,-363.432645013037,21554.555726065
308.32,308.3,1,0.126,0.125991421642293,308.319999218364,0.00648693427325094,-0.00680822040247858,-363.432645013037,21554.555726065
308.32,225.6,1,0.091,0.0909980392119655,225.604696692321,0.00208186716340227,-0.00215471212581765,-363.432645013037,21554.555726065
308.32,164.7,1,0.0658,0.0658163738344839,164.660021772887,-0.0242733619387346,0.0248842469360163,-363.432645013037,21554.555726065
308.32,120,1,0.0476,0.0476333531122348,119.917446153189,-0.0687948723425909,0.0700695635184971,-363.432645013037,21554.555726065
303.33,979.5,1,0.4693,0.4689997100795,980.000389987078,0.0510862671850881,-0.0639867718942673,-376.363531128748,21002.5212948486
303.33,846.3,1,0.3923,0.392188227047143,846.501395403527,0.0237971645429838,-0.0284917035067049,-376.363531128748,21002.5212948486
303.33,737.6,1,0.3336,0.333561446528299,737.673499317796,0.00996465805254996,-0.0115567960733439,-376.363531128748,21002.5212948486
303.33,625.5,1,0.2763,0.276307505065147,625.48491776042,-0.00241122934924953,0.00271627403093078,-376.363531128748,21002.5212948486
303.33,549.5,1,0.2391,0.239113601727605,549.471746822624,-0.00514161553694598,0.00568871919902435,-376.363531128748,21002.5212948486
303.33,406.2,1,0.1721,0.172102794090415,406.193853003292,-0.00151329313331218,0.00162352726031913,-376.363531128748,21002.5212948486
303.33,298.6,1,0.1242,0.124159427726768,298.69285844041,0.0310979371767103,-0.032666886660311,-376.363531128748,21002.5212948486
303.33,218.7,1,0.0897,0.0897318860697107,218.624973010194,-0.0343058938301079,0.0355474578714807,-376.363531128748,21002.5212948486
303.33,159.8,1,0.0649,0.0649438742611926,159.694726780504,-0.0658781098223393,0.0676028677851356,-376.363531128748,21002.5212948486
303.33,116.5,1,0.047,0.0470234012259426,116.443062197718,-0.0488736500274621,0.0497898424311613,-376.363531128748,21002.5212948486
298.35,951.3,1,0.4665,0.466215516409677,951.75828875079,0.0481749974550933,-0.0609825488365639,-389.962492035129,20143.6661949616
298.35,846.7,1,0.4036,0.403494070192135,846.882652415412,0.0215722706285186,-0.0262462358436025,-389.962492035129,20143.6661949616
298.35,710.5,1,0.3276,0.327554373058662,710.584999757442,0.0119633719129558,-0.0139276377710879,-389.962492035129,20143.6661949616
298.35,530.4,1,0.2351,0.235113884946408,530.371757603646,-0.00532473536088433,0.00590597465251162,-389.962492035129,20143.6661949616
298.35,392.6,1,0.1694,0.169354767327824,392.697576386336,0.0248538936158691,-0.0267016954994516,-389.962492035129,20143.6661949616
298.35,289,1,0.1223,0.122299941584459,289.000131214843,4.54030598843126e-05,-4.77641381066772e-05,-389.962492035129,20143.6661949616
298.35,211.8,1,0.0884,0.08841717188238,211.760320410511,-0.0187344615151209,0.0194252063121844,-389.962492035129,20143.6661949616
298.35,154.8,1,0.064,0.0639960347263192,154.809347733578,0.00603858758254742,-0.00619574012626373,-389.962492035129,20143.6661949616
298.35,112.9,1,0.0463,0.0463488785448547,112.783116744,-0.103528127546333,0.10556921134927,-389.962492035129,20143.6661949616
298.35,82.2,1,0.0336,0.0335759882411275,82.2580073246768,0.0705685215046499,-0.0714635680730315,-389.962492035129,20143.6661949616
293.34,812.2,1,0.395,0.394918552096331,812.336948143846,0.0168613819067133,-0.0206197224478584,-404.396209295388,18899.2597702475
293.34,648.6,1,0.3024,0.302389785039356,648.618949636058,0.00292162134715407,-0.00337796317596832,-404.396209295388,18899.2597702475
293.34,530.4,1,0.2406,0.240621747289808,530.357107330805,-0.00808685316645636,0.00903877381894769,-404.396209295388,18899.2597702475
293.34,392.6,1,0.173,0.1729727152946,392.657348386111,0.0146073321729827,-0.0157715060117078,-404.396209295388,18899.2597702475
293.34,289,1,0.1248,0.124750614926917,289.108398610361,0.037508169675089,-0.0395713726626801,-404.396209295388,18899.2597702475
293.34,211.8,1,0.0901,0.0901106260791838,211.775960334487,-0.0113501725746999,0.0117936505924353,-404.396209295388,18899.2597702475
293.34,154.8,1,0.0652,0.065183012001507,154.839258193449,0.0253605900831688,-0.0260552124125442,-404.396209295388,18899.2597702475
293.34,112.9,1,0.0472,0.0471890105872437,112.925782900441,0.022836935731899,-0.0232826541447712,-404.396209295388,18899.2597702475
293.34,82.2,1,0.0342,0.0341746238915069,82.2601837498397,0.0732162406809456,-0.0741991476406548,-404.396209295388,18899.2597702475
293.34,59.8,1,0.0248,0.024766549304677,59.8799519625209,0.133698933981464,-0.134881835979718,-404.396209295388,18899.2597702475
288.36,712.2,1,0.3468,0.346794713821594,712.209064438087,0.00127273772635214,-0.00152427289678804,-419.548503642179,17200.1448852474
288.36,648.6,1,0.3105,0.310447787864444,648.693191558258,0.0143681095062532,-0.0168155025943662,-419.548503642179,17200.1448852474
288.36,530.4,1,0.2465,0.24645204312286,530.491559426197,0.0172623352557632,-0.0194551225719918,-419.548503642179,17200.1448852474
288.36,392.6,1,0.1768,0.176765361715171,392.670861645353,0.0180493238290099,-0.0195917900613831,-419.548503642179,17200.1448852474
288.36,289,1,0.1273,0.127304053056419,288.991312504568,-0.00300605378280206,0.00318386207317438,-419.548503642179,17200.1448852474
288.36,211.8,1,0.0919,0.0918680809944526,211.870660232568,0.0333617717506288,-0.0347323237729852,-419.548503642179,17200.1448852474
288.36,154.8,1,0.0664,0.0664115479724087,154.773849698996,-0.0168929593050437,0.0173915247119541,-419.548503642179,17200.1448852474
288.36,112.9,1,0.0481,0.0480569522904266,112.9990572381,0.0877389177148189,-0.0894962776994576,-419.548503642179,17200.1448852474
288.36,82.2,1,0.0348,0.0347922769018412,82.2179769658589,0.0218697881495042,-0.0221928108011742,-419.548503642179,17200.1448852474
288.36,59.8,1,0.0252,0.0252085641284122,59.7799007290005,-0.033610821069342,0.033984636556267,-419.548503642179,17200.1448852474
283.37,621.3,1,0.3034,0.303378585748414,621.337325853816,0.00600770220763148,-0.00705809215087331,-435.596314855492,14933.6220936585
283.37,605.3,1,0.2942,0.294246903255675,605.217390544665,-0.0136476879786583,0.0159426429893578,-435.596314855492,14933.6220936585
283.37,579.7,1,0.2798,0.279829103703189,579.647905079689,-0.00898653101789974,0.0104016094314127,-435.596314855492,14933.6220936585
283.37,554.2,1,0.2657,0.265694183044324,554.21057603928,0.00190834342831586,-0.00218929457135327,-435.596314855492,14933.6220936585
283.37,530.4,1,0.2527,0.252696717931435,530.406052493866,0.00114111875293773,-0.00129880038202174,-435.596314855492,14933.6220936585
283.37,392.6,1,0.1808,0.180782839814431,392.634121547911,0.00869117369092169,-0.00949125307999562,-435.596314855492,14933.6220936585
283.37,289,1,0.13,0.129990558491111,289.019742291597,0.00683124276701917,-0.0072626991450745,-435.596314855492,14933.6220936585
283.37,211.8,1,0.0937,0.0937090139807305,211.780487951167,-0.00921248764531645,0.00962004346906387,-435.596314855492,14933.6220936585
283.37,154.8,1,0.0677,0.0676946639369554,154.811833154359,0.00764415656279662,-0.00788192473353896,-435.596314855492,14933.6220936585
283.37,112.9,1,0.049,0.048961632436799,112.986548320435,0.0766592740786545,-0.0783011493897761,-435.596314855492,14933.6220936585
